20,21

0,0,0,0,0,0,0,0,1,route1,route1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
1,0,0,0,0,1,player_house,1,1,0,0,1,rival_house,1,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,1,1,lab,1,1,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
